"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"241","514.768577","157.240.195.56","10.100.102.220","TLSv1.2","112","52506","[TCP Previous segment not captured] , Ignored Unknown Record"
"242","514.768577","157.240.195.56","10.100.102.220","TLSv1.2","601","52564","Application Data"
"243","514.963979","10.100.102.220","157.240.195.56","TLSv1.2","147","12343","[TCP ACKed unseen segment] , Application Data"
"244","518.190555","157.240.195.56","10.100.102.220","TLSv1.2","342","53111","Application Data"
"245","518.190555","157.240.195.56","10.100.102.220","TLSv1.2","265","53399","Application Data"
"246","518.234899","10.100.102.220","157.240.195.56","TLSv1.2","129","12436","Application Data"
"247","518.282868","10.100.102.220","157.240.195.56","TLSv1.2","150","12511","Application Data"
"248","521.957696","10.100.102.220","157.240.195.56","TLSv1.2","123","12607","Application Data"
"249","522.146283","157.240.195.56","10.100.102.220","TLSv1.2","125","53610","Application Data"
"250","528.285337","157.240.195.56","10.100.102.220","TLSv1.2","172","53681","Application Data"
"251","528.288759","10.100.102.220","157.240.195.56","TLSv1.2","148","12676","Application Data"
"252","529.402513","157.240.195.56","10.100.102.220","TLSv1.2","195","53799","Application Data"
"253","529.405275","10.100.102.220","157.240.195.56","TLSv1.2","154","12770","Application Data"
"254","530.490261","157.240.195.56","10.100.102.220","TLSv1.2","457","53940","Application Data"
"255","530.542652","10.100.102.220","157.240.195.56","TLSv1.2","150","12870","Application Data"
"256","535.968604","157.240.195.56","10.100.102.220","TCP","1446","54343","443  >  61098 [ACK] Seq=54343 Ack=12966 Win=463 Len=1392 [TCP segment of a reassembled PDU]"
"257","535.968604","157.240.195.56","10.100.102.220","TLSv1.2","409","55735","Application Data, Application Data"
"258","536.122880","10.100.102.220","157.240.195.56","TLSv1.2","144","12966","Application Data"
"259","536.530814","157.240.195.56","10.100.102.220","TLSv1.2","183","56090","Application Data"
"260","536.533379","10.100.102.220","157.240.195.56","TLSv1.2","148","13056","Application Data"
"261","539.647519","10.100.102.220","157.240.195.56","TLSv1.2","123","13150","Application Data"
"262","539.910119","157.240.195.56","10.100.102.220","TLSv1.2","125","56219","Application Data"
"263","564.607274","10.100.102.220","157.240.195.56","TLSv1.2","123","13219","Application Data"
"264","564.795672","157.240.195.56","10.100.102.220","TLSv1.2","125","56290","Application Data"
"265","564.944037","157.240.195.56","10.100.102.220","TLSv1.2","375","56361","Application Data"
"266","565.024087","10.100.102.220","157.240.195.56","TLSv1.2","143","13288","Application Data"
"267","565.139679","157.240.195.56","10.100.102.220","TLSv1.2","142","56682","Application Data"
"268","565.144474","10.100.102.220","157.240.195.56","TLSv1.2","181","13377","Application Data"
"269","565.395953","157.240.195.56","10.100.102.220","TLSv1.2","316","56770","Application Data"
"270","565.401206","10.100.102.220","157.240.195.56","TLSv1.2","126","13504","Application Data"
